id,full_sq,life_sq,floor,max_floor,material,build_year,num_room,kitch_sq,state,price_doc
18937,57,33.0,4.0,15.0,1.0,2006.0,2.0,9.0,3.0,7400000
18938,70,40.0,5.0,6.0,2.0,1933.0,3.0,15.0,3.0,11700000
18940,43,29.0,3.0,5.0,2.0,1963.0,2.0,5.0,2.0,6850000
18941,73,58.400000000000006,2.0,1.0,6.0,1983.4109561350313,2.0,1.0,2.217643916121277,8286638
18943,82,44.0,1.0,22.0,1.0,1984.0,3.0,10.0,2.0,2000000
18944,39,18.0,16.0,17.0,1.0,2013.0,1.0,9.0,2.0,4346500
18950,67,46.0,6.0,16.0,1.0,1978.0,3.0,7.0,3.0,2000000
18951,32,16.0,3.0,5.0,2.0,1958.0,1.0,5.0,3.0,8500000
18952,40,20.0,9.0,12.0,1.0,1980.0,1.0,8.0,2.0,8200000
18954,62,62.0,16.0,17.0,4.0,1983.4109561350313,2.0,7.0,2.217643916121277,6582600
18955,61,61.0,13.0,17.0,4.0,1983.4109561350313,2.0,8.0,2.217643916121277,7483285
18956,45,27.0,6.0,9.0,1.0,1970.0,2.0,6.0,3.0,7750000
18957,43,43.0,7.0,7.0,1.0,2015.0,1.0,1.0,1.0,5864843
18958,51,40.800000000000004,12.0,12.0,1.0,1983.4109561350313,1.0,1.0,1.0,4629927
18959,49,39.2,7.0,16.0,1.0,2015.0,1.0,1.0,1.0,12073000
18960,59,47.2,13.0,17.0,1.0,1983.4109561350313,2.0,1.0,1.0,6264600
18961,66,66.0,3.0,4.0,4.0,2015.0,2.0,10.0,1.0,6100000
18963,54,32.0,9.0,9.0,2.0,1956.0,2.0,8.0,2.0,15200000
18964,53,31.0,12.0,16.0,2.0,1987.0,2.0,7.0,3.0,1000000
18966,57,45.6,5.0,1.0,1.0,1983.4109561350313,2.0,1.0,1.0,6538285
18967,61,30.0,7.0,7.0,1.0,2015.0,1.0,1.0,1.0,6015955
18969,57,35.0,14.0,16.0,1.0,1972.0,2.0,8.0,2.0,12100000
18970,52,34.0,4.0,9.0,1.0,1977.0,3.0,6.0,2.0,8250000
18972,67,53.6,2.0,17.0,1.0,1983.4109561350313,2.0,1.0,1.0,5240601
18973,65,43.0,2.0,12.0,1.0,1973.0,3.0,7.0,3.0,13150000
18976,98,78.4,12.0,1.0,1.0,1983.4109561350313,4.0,1.0,1.0,10757011
18977,45,30.0,4.0,5.0,1.0,1962.0,2.0,5.0,2.0,7000000
18978,60,48.0,3.0,3.0,1.0,1983.4109561350313,2.0,1.0,1.0,5309640
18979,38,19.0,12.0,12.0,1.0,2005.0,1.0,7.0,4.0,1000000
18980,66,52.800000000000004,5.0,17.0,1.0,1983.4109561350313,2.0,1.0,1.0,9549314
18981,34,18.0,5.0,5.0,2.0,1960.0,1.0,8.0,2.0,6600000
18983,39,31.200000000000003,5.0,17.0,1.0,1983.4109561350313,1.0,1.0,2.217643916121277,5013060
18984,37,18.0,11.0,16.0,1.0,1989.0,1.0,9.0,2.0,8000000
18986,60,41.0,4.0,8.0,5.0,1962.0,2.0,6.0,2.0,12900000
18987,57,38.0,9.0,9.0,1.0,1977.0,3.0,5.0,3.0,8050000
18988,37,19.0,5.0,16.0,1.0,1983.4109561350313,1.0,9.0,3.0,10200000
18989,51,30.0,11.0,17.0,1.0,1992.0,2.0,8.0,2.0,8300000
18991,77,46.0,13.0,16.0,1.0,1975.0,3.0,10.0,2.0,8000000
18993,44,35.2,6.0,1.0,1.0,1983.4109561350313,1.0,1.0,2.217643916121277,5407578
18994,80,47.0,5.0,7.0,1.0,1997.0,3.0,8.0,3.0,11000000
18995,44,44.0,12.0,15.0,4.0,2015.0,1.0,10.0,1.0,6023304
18996,67,46.0,16.0,16.0,5.0,1997.0,3.0,7.0,2.0,8500000
19002,57,57.0,10.0,10.0,4.0,2015.0,2.0,10.0,1.0,6563726
19003,64,38.0,10.0,12.0,1.0,1977.0,3.0,8.0,2.0,11800000
19004,64,44.0,1.0,5.0,2.0,1951.0,3.0,7.0,2.0,10950000
19005,50,30.0,10.0,12.0,2.0,1977.0,2.0,8.0,3.0,13700000
19006,62,49.6,11.0,17.0,4.0,1983.4109561350313,2.0,10.0,1.0,7066493
19007,39,20.0,17.0,18.0,1.0,1998.0,1.0,10.0,2.0,6600000
19008,64,51.2,4.0,17.0,1.0,1983.4109561350313,2.0,1.0,2.217643916121277,7144381
19009,37,29.6,12.0,18.0,1.0,2015.0,1.0,1.0,1.0,3339587
19011,75,41.0,1.0,9.0,1.0,2002.0,3.0,10.0,3.0,14200000
19012,71,46.0,17.0,17.0,1.0,1975.0,3.0,10.0,3.0,15300000
19013,54,43.2,2.0,17.0,1.0,1983.4109561350313,2.0,1.0,1.0,2785473
19014,43,28.0,5.0,3.0,2.0,1960.0,2.0,5.0,3.0,7870000
19016,27,27.0,8.0,22.0,4.0,2015.0,1.0,10.0,1.0,2937150
19017,46,30.0,7.0,12.0,1.0,1980.0,2.0,6.0,2.0,7800000
19021,44,27.0,4.0,9.0,1.0,1976.0,2.0,6.0,3.0,6700000
19022,82,82.0,8.0,11.0,4.0,1983.4109561350313,3.0,8.0,2.217643916121277,8236940
19023,81,64.8,15.0,25.0,1.0,1983.4109561350313,3.0,1.0,2.217643916121277,10417525
19024,46,30.0,5.0,9.0,1.0,1975.0,2.0,6.0,3.0,7700000
19025,57,33.0,3.0,22.0,1.0,1992.0,2.0,9.0,2.0,7250000
19027,109,71.0,5.0,8.0,2.0,1957.0,4.0,10.0,3.0,35250000
19028,33,26.400000000000002,2.0,17.0,1.0,1983.4109561350313,1.0,1.0,1.0,4351932
19029,45,28.0,9.0,14.0,5.0,1972.0,2.0,6.0,2.0,6650000
19030,59,45.0,3.0,5.0,1.0,1963.0,3.0,5.0,2.0,8100000
19031,38,20.0,8.0,10.0,1.0,2003.0,1.0,8.0,3.0,5000000
19032,55,44.0,7.0,17.0,1.0,1983.4109561350313,2.0,1.0,1.0,5279820
19034,66,52.800000000000004,10.0,16.0,1.0,2015.0,2.0,1.0,1.0,5489410
19035,59,58.0,23.0,24.0,1.0,2015.0,2.0,10.0,1.0,13294885
19036,50,40.0,14.0,22.0,1.0,1983.4109561350313,1.0,1.0,1.0,9338199
19039,35,17.0,5.0,5.0,2.0,1958.0,1.0,8.0,2.0,1200000
19040,38,19.0,2.0,17.0,1.0,2000.0,1.0,8.0,2.0,6200000
19041,39,18.0,11.0,17.0,1.0,2013.0,1.0,9.0,3.0,4590900
19044,59,59.0,24.0,24.0,1.0,2015.0,2.0,1.0,1.0,13294885
19045,38,38.0,15.0,17.0,1.0,2015.0,1.0,10.0,1.0,4209255
19047,62,45.0,10.0,12.0,1.0,1977.0,3.0,6.0,2.0,8600000
19048,58,36.0,22.0,25.0,1.0,2015.0,2.0,10.0,1.0,13294885
19050,51,51.0,5.0,17.0,1.0,2015.0,2.0,10.0,1.0,7035342
19054,63,63.0,8.0,8.0,1.0,2015.0,2.0,1.0,1.0,6773400
19055,45,36.0,18.0,1.0,1.0,2015.0,1.0,1.0,1.0,8103632
19056,53,42.400000000000006,3.0,15.0,1.0,2015.0,2.0,1.0,2.217643916121277,3175380
19057,79,47.0,2.0,7.0,1.0,1996.0,3.0,8.0,3.0,10800000
19060,42,27.0,4.0,5.0,1.0,1968.0,2.0,5.0,2.0,6800000
19061,62,60.0,1.0,9.0,1.0,1971.0,3.0,8.0,2.0,1000000
19062,59,47.2,11.0,16.0,1.0,2014.0,2.0,1.0,1.0,13122905
19064,38,19.0,16.0,16.0,1.0,1976.0,1.0,9.0,2.0,6000000
19065,61,61.0,12.0,12.0,4.0,2015.0,2.0,10.0,1.0,7483285
19066,44,27.0,3.0,9.0,1.0,1969.0,2.0,6.0,2.217643916121277,8100000
19067,33,26.400000000000002,6.0,17.0,1.0,1983.4109561350313,1.0,1.0,1.0,4452282
19070,100,100.0,11.0,17.0,1.0,2015.0,3.0,10.0,1.0,9273664
19071,125,67.0,16.0,16.0,6.0,2009.0,3.0,15.0,1.0,17810560
19076,78,53.0,7.0,11.0,2.0,1957.0,3.0,9.0,2.0,16800000
19077,39,24.0,7.0,14.0,5.0,1970.0,2.0,6.0,3.0,7400000
19078,75,40.0,2.0,12.0,6.0,2011.0,2.0,13.0,3.0,9815000
19080,59,59.0,23.0,23.0,4.0,1983.4109561350313,2.0,1.0,1.0,14477310
19082,52,52.0,15.0,17.0,1.0,2015.0,2.0,1.0,1.0,6274411
19083,38,19.0,2.0,22.0,1.0,1997.0,1.0,10.0,3.0,9700000
19084,44,28.0,9.0,9.0,2.0,1969.0,2.0,5.0,3.0,8100000
19085,58,38.0,4.0,9.0,1.0,1969.0,3.0,6.0,2.0,9150000
19087,81,48.0,6.0,14.0,1.0,1994.0,3.0,8.0,2.0,11300000
19088,102,81.60000000000001,3.0,17.0,1.0,1983.4109561350313,3.0,1.0,1.0,8286072
19089,43,27.0,9.0,9.0,1.0,1974.0,2.0,6.0,2.0,7000000
19091,99,64.0,21.0,22.0,1.0,1985.0,4.0,10.0,3.0,15000000
19092,66,64.0,1.0,17.0,1.0,2015.0,3.0,10.0,1.0,4741678
19093,38,24.0,1.0,9.0,2.0,1970.0,2.0,6.0,2.0,6300000
19094,60,60.0,11.0,17.0,1.0,2015.0,1.0,10.0,1.0,11299066
19096,69,44.0,7.0,14.0,1.0,1975.0,3.0,9.0,2.0,10200000
19097,42,18.0,11.0,17.0,4.0,1983.4109561350313,1.0,12.0,1.0,5342029
19098,57,32.0,3.0,16.0,5.0,1980.0,2.0,10.0,3.0,7900000
19101,65,42.0,4.0,5.0,2.0,1951.0,3.0,7.0,3.0,14900000
19102,108,59.0,5.0,12.0,4.0,2008.0,3.0,17.0,1.0,32000000
19103,85,68.0,16.0,22.0,1.0,2015.0,3.0,10.0,2.217643916121277,10470020
19105,37,29.6,21.0,22.0,1.0,2015.0,1.0,1.0,2.217643916121277,3339587
19109,40,32.0,13.0,17.0,1.0,2015.0,1.0,10.0,2.217643916121277,5064600
19110,41,20.0,11.0,12.0,1.0,1999.0,1.0,8.0,3.0,7050000
19111,54,43.2,9.0,15.0,1.0,2015.0,2.0,1.0,1.0,5237220
19114,40,32.0,4.0,17.0,1.0,1983.4109561350313,1.0,1.0,1.0,3644822
19116,82,65.60000000000001,7.0,17.0,1.0,1983.4109561350313,3.0,1.0,1.0,8793390
19121,51,40.800000000000004,3.0,17.0,1.0,1983.4109561350313,2.0,1.0,1.0,6183691
19123,51,30.0,13.0,17.0,1.0,2013.0,2.0,9.0,2.0,5400000
19124,58,58.0,25.0,25.0,4.0,2015.0,2.0,1.0,1.0,13235785
19126,42,23.0,1.0,5.0,2.0,1965.0,2.0,6.0,2.0,6550000
19128,39,31.200000000000003,2.0,1.0,1.0,1983.4109561350313,1.0,1.0,1.0,3323920
19132,39,18.0,14.0,24.0,4.0,2002.0,1.0,10.0,3.0,6950000
19134,67,53.6,3.0,17.0,1.0,1983.4109561350313,3.0,1.0,1.0,3551990
19135,66,33.0,5.0,9.0,5.0,2015.0,2.0,12.0,1.0,5642295
19136,78,51.0,2.0,8.0,2.0,1959.0,3.0,8.0,3.0,4000000
19137,62,49.6,9.0,9.0,1.0,2015.0,2.0,1.0,2.217643916121277,8991910
19139,69,55.2,4.0,17.0,6.0,1983.4109561350313,2.0,1.0,1.0,8639590
19140,74,42.0,7.0,11.0,4.0,2013.0,3.0,8.0,1.0,7692100
19141,83,44.0,17.0,22.0,1.0,2001.0,3.0,10.0,3.0,13300000
19145,43,27.0,3.0,5.0,2.0,1965.0,2.0,5.0,3.0,2000000
19146,84,49.0,1.0,3.0,5.0,2013.0,3.0,17.0,3.0,7990040
19147,37,29.6,3.0,17.0,1.0,2015.0,1.0,10.0,2.217643916121277,4780013
19148,48,31.0,8.0,14.0,5.0,1968.0,2.0,8.0,3.0,1000000
19149,53,30.0,2.0,12.0,1.0,1982.0,2.0,8.0,3.0,9150000
19151,46,30.0,8.0,12.0,1.0,1979.0,2.0,6.0,2.0,8700000
19153,63,50.400000000000006,9.0,17.0,1.0,1983.4109561350313,2.0,1.0,1.0,6773400
19154,57,31.0,3.0,17.0,1.0,1985.0,2.0,10.0,2.217643916121277,12500000
19156,64,51.2,3.0,17.0,1.0,1983.4109561350313,2.0,1.0,1.0,4940800
19158,56,34.0,2.0,5.0,2.0,1958.0,2.0,8.0,2.0,9750000
19159,73,50.0,6.0,17.0,4.0,2015.0,2.0,10.0,1.0,8862309
19160,49,34.0,9.0,9.0,4.0,1966.0,3.0,5.0,2.0,8400000
19162,64,51.2,12.0,17.0,1.0,1983.4109561350313,2.0,1.0,2.217643916121277,8713477
19163,70,42.0,9.0,9.0,2.0,1973.0,3.0,8.0,2.0,12000000
19164,65,38.0,9.0,12.0,1.0,1978.0,3.0,8.0,3.0,990000
19165,98,52.0,1.0,14.0,1.0,2003.0,3.0,12.0,2.0,1000000
19166,46,22.0,8.0,12.0,1.0,1983.4109561350313,1.0,1.0,1.0,8433125
19169,67,41.0,5.0,5.0,2.0,1958.0,2.0,6.0,2.0,10100000
19171,38,19.0,12.0,17.0,1.0,2002.0,1.0,7.0,2.0,7500000
19172,44,27.0,4.0,5.0,2.0,1960.0,2.0,5.0,2.0,2000000
19173,55,44.0,17.0,17.0,1.0,1983.4109561350313,2.0,1.0,2.217643916121277,5397352
19174,35,21.0,1.0,9.0,1.0,1978.0,1.0,6.0,3.0,6500000
19175,79,63.2,9.0,17.0,1.0,1983.4109561350313,3.0,1.0,2.217643916121277,8506303
19176,54,54.0,2.0,3.0,2.0,1983.4109561350313,2.0,1.0,2.217643916121277,3058307
19177,43,17.0,25.0,25.0,1.0,2013.0,1.0,10.0,3.0,3000000
19178,64,51.2,17.0,17.0,1.0,1983.4109561350313,2.0,1.0,1.0,8558344
19180,52,34.0,6.0,9.0,1.0,1975.0,3.0,6.0,2.0,8700000
19182,38,38.0,8.0,8.0,1.0,2015.0,1.0,1.0,1.0,5371018
19183,26,17.0,3.0,5.0,2.0,1961.0,1.0,4.0,2.0,3900000
19184,34,27.200000000000003,2.0,10.0,1.0,1983.4109561350313,2.0,1.0,1.0,1910412
19186,85,68.0,4.0,25.0,1.0,2015.0,3.0,1.0,1.0,9647027
19187,56,29.0,5.0,6.0,1.0,1998.0,2.0,11.0,3.0,3000000
19188,61,35.0,2.0,3.0,4.0,1983.4109561350313,2.0,10.0,2.217643916121277,3023300
19189,38,19.0,5.0,17.0,1.0,1985.0,1.0,8.0,3.0,9400000
19190,75,42.0,13.0,17.0,1.0,2013.0,3.0,11.0,2.0,5163960
19192,35,19.0,3.0,12.0,5.0,1965.0,1.0,9.0,2.0,6300000
19193,54,22.0,25.0,25.0,1.0,2008.0,1.0,14.0,3.0,2492000
19194,31,30.0,4.0,4.0,1.0,2015.0,1.0,1.0,1.0,5111100
19195,57,41.0,2.0,5.0,2.0,1964.0,3.0,6.0,2.0,8250000
19196,43,28.0,1.0,9.0,1.0,1969.0,2.0,6.0,3.0,6700000
19197,85,85.0,18.0,18.0,6.0,2015.0,3.0,1.0,1.0,10174820
19199,48,31.0,1.0,9.0,1.0,1970.0,2.0,6.0,3.0,5900000
19200,82,51.0,2.0,5.0,2.0,1957.0,3.0,8.0,2.0,2000000
19201,38,19.0,8.0,14.0,1.0,2005.0,1.0,7.0,3.0,6400000
19202,37,19.0,7.0,16.0,1.0,1990.0,1.0,8.0,2.0,7600000
19203,59,34.0,12.0,22.0,1.0,2000.0,2.0,10.0,3.0,10850000
19204,149,119.2,8.0,8.0,4.0,2014.0,3.0,1.0,1.0,32606400
19205,62,33.0,12.0,17.0,1.0,2002.0,2.0,12.0,3.0,12000000
19206,38,19.0,4.0,17.0,1.0,1983.4109561350313,1.0,7.0,3.0,3640798
19207,60,34.0,7.0,17.0,1.0,1995.0,2.0,10.0,3.0,8500000
19208,53,35.0,4.0,9.0,1.0,1974.0,2.0,6.0,2.0,7900000
19209,53,30.0,4.0,12.0,1.0,1975.0,2.0,8.0,2.0,10700000
19211,47,20.0,5.0,9.0,1.0,2015.0,1.0,10.0,1.0,3620000
19212,41,21.0,11.0,14.0,1.0,1989.0,1.0,8.0,3.0,5100000
19213,71,44.0,12.0,25.0,1.0,2008.0,3.0,10.0,3.0,11500000
19214,43,33.0,19.0,25.0,4.0,2015.0,1.0,10.0,1.0,6473046
19215,60,44.0,8.0,9.0,1.0,1972.0,3.0,5.0,2.0,9000000
19216,84,48.0,3.0,12.0,1.0,1998.0,3.0,10.0,3.0,8000000
19217,46,36.800000000000004,6.0,16.0,1.0,2015.0,1.0,1.0,1.0,9003091
19218,59,40.0,2.0,9.0,2.0,1973.0,3.0,6.0,3.0,9300000
19219,45,28.0,3.0,5.0,2.0,1962.0,2.0,8.0,2.0,7050000
19222,31,20.0,3.0,9.0,2.0,1963.0,1.0,5.0,2.0,6200000
19225,53,30.0,11.0,12.0,1.0,1976.0,2.0,8.0,3.0,2000000
19226,40,21.0,7.0,10.0,1.0,1993.0,1.0,8.0,2.0,5000000
19228,45,29.0,1.0,5.0,1.0,1969.0,2.0,5.0,2.0,6800000
19229,43,28.0,5.0,5.0,2.0,1965.0,2.0,5.0,3.0,6700000
19230,53,30.0,11.0,12.0,1.0,1984.0,2.0,8.0,3.0,9500000
19232,51,34.0,7.0,9.0,1.0,1976.0,3.0,6.0,2.0,1000000
19233,53,32.0,9.0,17.0,1.0,1982.0,2.0,9.0,2.0,8300000
19234,67,45.0,6.0,12.0,1.0,1971.0,3.0,8.0,3.0,8450000
19235,61,38.0,8.0,12.0,1.0,1983.0,3.0,8.0,1.0,11000000
19236,77,44.0,15.0,22.0,1.0,2002.0,3.0,10.0,3.0,11000000
19237,30,18.0,5.0,5.0,2.0,1966.0,1.0,5.0,2.0,2000000
19239,64,51.2,16.0,17.0,1.0,1983.4109561350313,2.0,1.0,1.0,6233144
19240,54,43.2,2.0,3.0,6.0,1983.4109561350313,2.0,1.0,2.217643916121277,2785473
19241,38,19.0,12.0,16.0,5.0,1984.0,1.0,9.0,1.0,6800000
19242,80,44.0,2.0,5.0,2.0,1905.0,3.0,13.0,2.0,26800000
19243,45,26.0,6.0,9.0,1.0,1970.0,2.0,5.0,4.0,7500000
19244,73,58.400000000000006,11.0,25.0,4.0,1983.4109561350313,2.0,1.0,2.217643916121277,12632800
19245,84,84.0,17.0,17.0,1.0,1983.4109561350313,3.0,1.0,2.217643916121277,8634534
19247,42,28.0,9.0,5.0,2.0,1967.0,2.0,5.0,2.0,7150000
19249,55,37.0,5.0,5.0,1.0,1967.0,3.0,5.0,3.0,7000000
19250,40,20.0,5.0,14.0,1.0,1986.0,1.0,8.0,2.0,6700000
19251,38,23.0,1.0,5.0,2.0,1960.0,2.0,5.0,3.0,9600000
19253,62,62.0,12.0,17.0,4.0,2015.0,2.0,1.0,1.0,7966682
19255,33,17.0,5.0,5.0,2.0,1950.0,1.0,7.0,2.0,6550000
19256,77,46.0,9.0,16.0,1.0,1970.0,3.0,10.0,3.0,10900000
19257,68,44.0,8.0,12.0,5.0,1968.0,3.0,9.0,3.0,8600000
19258,55,44.0,5.0,5.0,1.0,1983.4109561350313,2.0,1.0,1.0,5221800
19259,40,32.0,5.0,17.0,1.0,1983.4109561350313,1.0,1.0,1.0,3605654
19260,63,45.0,8.0,12.0,1.0,1978.0,3.0,6.0,3.0,9500000
19261,86,52.0,3.0,5.0,2.0,1958.0,3.0,8.0,3.0,15700000
19262,123,77.0,12.0,17.0,4.0,1983.4109561350313,4.0,10.0,2.217643916121277,18639570
19263,39,31.200000000000003,1.0,17.0,1.0,1983.4109561350313,1.0,1.0,1.0,3235879
19264,42,25.0,4.0,5.0,5.0,1961.0,2.0,5.0,2.0,7300000
19265,31,17.0,8.0,3.0,2.0,1964.0,1.0,5.0,2.0,6500000
19267,52,30.0,8.0,14.0,1.0,1988.0,2.0,8.0,3.0,10700000
19268,84,54.0,8.0,12.0,2.0,1956.0,3.0,7.0,2.0,2000000
19269,33,16.0,4.0,5.0,1.0,1958.0,1.0,9.0,2.0,3000000
19272,72,46.0,8.0,9.0,2.0,1960.0,3.0,7.0,2.0,16500000
19273,64,51.2,7.0,17.0,1.0,1983.4109561350313,2.0,1.0,1.0,7259103
19274,88,70.4,7.0,1.0,1.0,2015.0,3.0,1.0,1.0,22217228
19275,53,30.0,5.0,12.0,1.0,1977.0,2.0,8.0,2.0,7900000
19276,44,29.0,2.0,5.0,2.0,1960.0,2.0,5.0,3.0,7000000
19277,65,37.0,2.0,5.0,2.0,1955.0,2.0,7.0,2.0,8400000
19278,46,46.0,6.0,17.0,1.0,2015.0,1.0,10.0,1.0,8615111
19280,79,45.0,12.0,17.0,1.0,2012.0,3.0,12.0,3.0,5000000
19281,50,28.0,3.0,4.0,2.0,1952.0,2.0,7.0,2.0,9000000
19283,38,30.400000000000002,2.0,17.0,1.0,1983.4109561350313,1.0,1.0,2.217643916121277,5303580
19285,101,64.0,7.0,22.0,1.0,1996.0,4.0,10.0,3.0,15500000
19286,52,30.0,14.0,14.0,1.0,2005.0,2.0,9.0,2.0,9200000
19289,108,86.4,3.0,1.0,1.0,1983.4109561350313,2.0,1.0,1.0,27724800
19292,43,34.4,2.0,17.0,1.0,1983.4109561350313,1.0,1.0,1.0,5766808
19293,49,39.2,3.0,17.0,1.0,1983.4109561350313,1.0,1.0,1.0,4677540
19294,38,19.0,1.0,8.0,2.0,1959.0,1.0,9.0,3.0,8700000
19295,51,28.0,1.0,9.0,1.0,1974.0,2.0,9.0,2.0,7800000
19296,35,19.0,5.0,5.0,2.0,1959.0,1.0,8.0,3.0,5650000
19297,37,18.0,9.0,17.0,1.0,1985.0,1.0,8.0,3.0,6450000
19301,79,44.0,7.0,12.0,1.0,2005.0,3.0,12.0,3.0,11000000
19302,63,50.400000000000006,16.0,17.0,1.0,1983.4109561350313,2.0,1.0,2.217643916121277,7041680
19303,41,26.0,2.0,5.0,1.0,1965.0,2.0,5.0,2.0,6300000
19304,79,45.0,4.0,17.0,1.0,2012.0,3.0,12.0,2.0,7936985
19305,38,30.400000000000002,12.0,17.0,1.0,1983.4109561350313,1.0,1.0,2.217643916121277,5469307
19306,38,20.0,2.0,14.0,1.0,1991.0,1.0,8.0,2.0,5800000
19308,39,22.0,11.0,12.0,1.0,1965.0,2.0,7.0,3.0,6800000
19310,36,28.8,5.0,15.0,4.0,1983.4109561350313,1.0,1.0,1.0,3526970
19311,35,19.0,11.0,12.0,5.0,1967.0,1.0,9.0,3.0,6150000
19314,53,30.0,4.0,16.0,1.0,1983.0,2.0,8.0,2.0,13100000
19316,35,19.0,12.0,12.0,5.0,1967.0,1.0,10.0,3.0,5500000
19318,48,48.0,13.0,17.0,1.0,2015.0,1.0,10.0,1.0,9911599
19319,34,27.200000000000003,1.0,3.0,1.0,1983.4109561350313,1.0,1.0,1.0,1920412
19320,100,71.0,4.0,5.0,2.0,1957.0,4.0,9.0,3.0,15400000
19321,45,19.0,23.0,24.0,1.0,2007.0,1.0,10.0,3.0,6000000
19322,41,26.0,4.0,5.0,2.0,1965.0,2.0,5.0,3.0,7700000
19323,45,36.0,20.0,1.0,1.0,1983.4109561350313,1.0,1.0,1.0,8982630
19326,32,18.0,6.0,9.0,1.0,1967.0,1.0,6.0,3.0,5800000
19328,37,18.0,1.0,16.0,5.0,1984.0,1.0,9.0,3.0,6800000
19329,62,50.0,16.0,17.0,4.0,2015.0,2.0,10.0,1.0,6931778
19330,47,30.0,11.0,12.0,1.0,1975.0,2.0,6.0,2.0,7000000
19331,92,50.0,14.0,18.0,1.0,2008.0,3.0,11.0,4.0,18500000
19332,63,22.0,1.0,18.0,4.0,2006.0,1.0,18.0,3.0,17400000
19336,37,37.0,5.0,15.0,4.0,2015.0,1.0,10.0,1.0,4001493
19337,101,80.80000000000001,2.0,25.0,1.0,1983.4109561350313,3.0,1.0,1.0,8148660
19338,57,32.0,8.0,12.0,1.0,1995.0,2.0,10.0,2.0,10500000
19339,32,18.0,5.0,9.0,1.0,1973.0,1.0,6.0,3.0,6000000
19340,64,51.2,3.0,9.0,4.0,1983.4109561350313,2.0,1.0,2.217643916121277,8368100
19341,60,34.0,6.0,17.0,1.0,1991.0,2.0,10.0,3.0,9750000
19342,60,32.0,16.0,17.0,1.0,2014.0,2.0,12.0,2.0,2000000
19346,46,28.0,6.0,9.0,1.0,1974.0,2.0,6.0,3.0,7100000
19348,37,19.0,5.0,16.0,1.0,1979.0,1.0,8.0,2.0,9300000
19349,53,38.0,4.0,13.0,1.0,1968.0,3.0,6.0,2.0,5000000
19350,64,60.0,13.0,17.0,1.0,2015.0,2.0,10.0,1.0,6124096
19351,38,24.0,6.0,12.0,5.0,1970.0,2.0,6.0,3.0,3000000
19353,50,30.0,4.0,17.0,1.0,1987.0,2.0,8.0,2.0,8500000
19355,55,55.0,14.0,17.0,4.0,2015.0,2.0,10.0,1.0,9723000
19356,64,51.2,2.0,17.0,1.0,1983.4109561350313,2.0,1.0,1.0,6720000
19357,50,34.0,5.0,9.0,1.0,1969.0,2.0,5.0,3.0,7500000
19359,52,9.0,13.0,14.0,1.0,2002.0,2.0,9.0,2.0,10150000
19363,64,39.0,5.0,9.0,1.0,1979.0,3.0,8.0,3.0,9900000
19364,45,31.0,8.0,9.0,5.0,1962.0,2.0,5.0,2.0,7550000
19365,27,21.6,4.0,4.0,1.0,2015.0,1.0,1.0,1.0,2254821
19366,41,20.0,2.0,6.0,1.0,1998.0,1.0,8.0,3.0,5900000
19367,84,67.2,20.0,21.0,1.0,1983.4109561350313,3.0,1.0,1.0,18964400
19370,54,30.0,16.0,17.0,4.0,2006.0,2.0,8.0,3.0,15600000
19371,60,48.0,19.0,25.0,4.0,1983.4109561350313,1.0,1.0,2.217643916121277,14402274
19372,38,22.0,3.0,12.0,5.0,1967.0,2.0,6.0,3.0,8500000
19373,47,30.0,3.0,12.0,1.0,1976.0,2.0,6.0,3.0,8200000
19374,64,33.0,10.0,17.0,1.0,2013.0,2.0,12.0,3.0,6325600
19375,64,39.0,2.0,14.0,1.0,1994.0,3.0,8.0,3.0,10370000
19378,45,30.0,6.0,25.0,5.0,2014.0,3.0,6.0,4.0,4220000
19379,90,56.0,7.0,10.0,2.0,1957.0,3.0,10.0,2.0,21000000
19380,63,50.400000000000006,6.0,17.0,1.0,1983.4109561350313,2.0,1.0,1.0,7169711
19382,53,30.0,6.0,12.0,1.0,1973.0,2.0,9.0,2.0,6700000
19383,58,43.0,3.0,9.0,1.0,1969.0,3.0,5.0,1.0,6800000
19384,41,20.0,4.0,14.0,1.0,1990.0,1.0,8.0,2.0,6700000
19385,82,43.0,3.0,11.0,1.0,2013.0,3.0,9.0,1.0,8260000
19388,37,29.6,9.0,16.0,1.0,2015.0,1.0,1.0,1.0,6264739
19389,74,43.0,3.0,17.0,1.0,1997.0,3.0,10.0,3.0,14100000
19390,115,86.0,2.0,4.0,2.0,1917.0,4.0,10.0,3.0,43000000
19395,30,18.0,5.0,5.0,2.0,1967.0,1.0,5.0,3.0,6500000
19396,39,31.200000000000003,5.0,17.0,1.0,1983.4109561350313,1.0,1.0,2.217643916121277,5013060
19397,40,40.0,4.0,17.0,1.0,2015.0,1.0,10.0,1.0,3399371
19399,50,29.0,1.0,12.0,1.0,1975.0,2.0,8.0,2.0,8125000
19400,38,24.0,7.0,9.0,2.0,1965.0,2.0,6.0,2.0,7100000
19401,47,30.0,10.0,12.0,1.0,1972.0,2.0,6.0,3.0,7650000
19402,78,78.0,12.0,17.0,1.0,1983.4109561350313,3.0,1.0,2.217643916121277,8321785
19404,63,33.0,8.0,12.0,1.0,2004.0,2.0,12.0,3.0,9100000
19405,64,64.0,8.0,17.0,4.0,2015.0,2.0,1.0,3.0,8799661
19408,66,44.0,5.0,12.0,5.0,1969.0,3.0,9.0,3.0,11300000
